Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN00777,1,0,0,3,Meal Plan 1,0,Room_Type 1,91,Corporate,1,3,15,65,0,9/14/2018,Not_Canceled
INN00778,2,0,0,1,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,131.4,0,7/2/2018,Canceled
INN00779,2,0,0,3,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,96.3,3,4/12/2018,Not_Canceled
INN00780,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,Complementary,1,0,1,0,1,2/15/2018,Not_Canceled
INN00781,2,0,0,2,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,137,1,4/20/2018,Not_Canceled
INN00782,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,75,0,6/17/2018,Canceled
INN00783,3,0,0,3,Meal Plan 1,0,Room_Type 1,74,Offline,0,0,0,92.65,0,12/27/2018,Not_Canceled
INN00784,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,62.8,0,6/4/2018,Canceled
INN00785,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,160,0,10/22/2018,Canceled
INN00786,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,90,0,6/24/2018,Not_Canceled
INN00787,2,0,3,5,Meal Plan 1,1,Room_Type 1,122,Offline,0,0,0,81.26,2,8/21/2018,Not_Canceled
INN00788,1,0,0,4,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,114.75,1,5/25/2018,Canceled
INN00789,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,99.3,0,4/29/2018,Not_Canceled
INN00790,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,89,0,10/3/2018,Not_Canceled
INN00791,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,85,0,4/15/2018,Canceled
INN00792,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,75,0,3/20/2018,Canceled
INN00793,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,1,1,0,102.6,0,9/30/2017,Not_Canceled
INN00794,2,0,2,2,Meal Plan 1,0,Room_Type 4,121,Offline,0,0,0,90.95,0,6/4/2018,Not_Canceled
INN00795,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Online,0,0,0,115,1,7/30/2018,Canceled
INN00796,2,0,2,1,Meal Plan 1,0,Room_Type 1,349,Online,0,0,0,78.3,0,12/24/2018,Canceled
INN00797,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,121.5,0,5/19/2018,Canceled
INN00798,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,6/14/2018,Not_Canceled
INN00799,2,0,0,4,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,105.4,1,8/31/2018,Canceled
INN00800,2,0,1,2,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,101.87,1,10/21/2018,Not_Canceled
INN00801,1,0,0,1,Meal Plan 1,0,Room_Type 1,105,Corporate,1,3,17,65,0,9/28/2018,Not_Canceled
INN00802,2,0,0,2,Meal Plan 1,1,Room_Type 1,6,Online,0,0,0,116,0,11/6/2017,Not_Canceled
INN00803,1,0,0,1,Not Selected,0,Room_Type 1,76,Online,0,0,0,69.3,1,4/21/2018,Not_Canceled
INN00804,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,90.25,2,9/30/2017,Not_Canceled
INN00805,2,0,2,3,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,119.85,0,9/2/2018,Canceled
INN00806,2,0,1,0,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,76.5,2,12/6/2017,Not_Canceled
INN00807,2,0,0,3,Not Selected,0,Room_Type 1,35,Online,0,0,0,109,2,10/27/2018,Not_Canceled
INN00808,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,126.9,1,5/21/2018,Not_Canceled
INN00809,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,Corporate,0,0,0,65,0,7/19/2018,Not_Canceled
INN00810,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,86,0,1/2/2018,Not_Canceled
INN00811,2,0,1,3,Not Selected,0,Room_Type 1,5,Online,0,0,0,139,1,7/14/2018,Not_Canceled
INN00812,2,0,2,0,Meal Plan 1,0,Room_Type 2,48,Online,0,0,0,109.8,1,9/4/2018,Not_Canceled
INN00813,2,0,2,3,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,132.6,0,5/12/2018,Canceled
INN00814,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,75.33,0,6/10/2018,Not_Canceled
INN00815,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,65,0,9/9/2017,Not_Canceled
INN00816,2,0,2,1,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,68,0,11/26/2018,Not_Canceled
INN00817,2,1,4,6,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,113.85,0,12/26/2017,Not_Canceled
INN00818,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,96.3,0,4/12/2018,Not_Canceled
INN00819,2,0,0,3,Not Selected,0,Room_Type 1,221,Online,0,0,0,79.5,2,12/29/2018,Canceled
INN00820,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,1,40,1,11/10/2017,Not_Canceled
INN00821,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,76,0,2/28/2018,Not_Canceled
INN00822,2,0,1,1,Meal Plan 1,0,Room_Type 4,139,Offline,0,0,0,90.95,0,9/5/2018,Not_Canceled
INN00823,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,4/6/2018,Not_Canceled
INN00824,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,109,0,6/6/2018,Canceled
INN00825,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109,0,9/18/2017,Not_Canceled
INN00826,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,75,0,12/11/2017,Not_Canceled
INN00827,3,0,1,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,150.3,2,7/2/2018,Not_Canceled
INN00828,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120,0,6/8/2018,Not_Canceled
INN00829,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,7/11/2017,Not_Canceled
INN00830,2,0,2,1,Not Selected,1,Room_Type 1,156,Online,0,0,0,103.5,0,8/21/2018,Canceled
INN00831,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,11/1/2018,Canceled
INN00832,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,Online,0,0,0,78,0,4/8/2018,Canceled
INN00833,2,0,2,3,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85,0,3/11/2018,Not_Canceled
INN00834,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Complementary,1,0,1,0,0,10/1/2017,Not_Canceled
INN00835,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,130,1,6/10/2018,Not_Canceled
INN00836,1,0,0,3,Meal Plan 1,0,Room_Type 6,159,Online,0,0,0,187.85,0,5/26/2018,Canceled
INN00837,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,168.3,2,8/24/2018,Not_Canceled
INN00838,2,0,0,4,Not Selected,0,Room_Type 1,17,Online,0,0,0,74.8,2,11/16/2018,Not_Canceled
INN00839,2,0,2,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,112.2,0,4/21/2018,Canceled
INN00840,2,0,1,0,Meal Plan 1,1,Room_Type 4,1,Online,0,0,0,106,1,1/4/2018,Not_Canceled
INN00841,2,0,2,3,Meal Plan 1,0,Room_Type 4,159,Online,0,0,0,134.46,2,9/30/2018,Canceled
INN00842,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,108,1,9/12/2018,Not_Canceled
INN00843,2,0,0,5,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,90.95,1,11/3/2017,Not_Canceled
INN00844,1,0,2,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,79,0,2/21/2018,Canceled
INN00845,3,0,0,2,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,168.3,3,9/16/2018,Not_Canceled
INN00846,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled
INN00847,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,0,0,0,82,0,9/17/2017,Not_Canceled
INN00848,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110,1,5/24/2018,Not_Canceled
INN00849,2,1,0,1,Meal Plan 1,0,Room_Type 1,3,Online,1,0,1,106,3,8/20/2017,Not_Canceled
INN00850,2,0,1,2,Meal Plan 2,0,Room_Type 1,194,Online,0,0,0,102.25,1,8/22/2018,Canceled
INN00851,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,95,0,6/23/2018,Not_Canceled
INN00852,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,Corporate,0,0,0,85.5,0,10/7/2017,Not_Canceled
INN00853,2,1,1,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,102.37,1,2/26/2018,Not_Canceled
INN00854,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,129,1,6/17/2018,Not_Canceled
INN00855,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,106,2,8/19/2017,Not_Canceled
INN00856,2,0,0,2,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,102.6,0,11/4/2018,Not_Canceled
INN00857,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,92.4,1,10/28/2017,Not_Canceled
INN00858,2,0,1,2,Not Selected,0,Room_Type 1,40,Online,0,0,0,82.1,1,3/7/2018,Not_Canceled
INN00859,2,0,1,0,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,105.3,1,7/10/2018,Canceled
INN00860,2,1,1,4,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,135,1,10/12/2018,Canceled
INN00861,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,130,0,6/7/2018,Canceled
INN00862,2,0,1,1,Not Selected,0,Room_Type 1,79,Online,0,0,0,76.5,0,4/2/2018,Canceled
INN00863,2,0,2,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,108,2,5/8/2018,Not_Canceled
INN00864,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,0,12/2/2018,Not_Canceled
INN00865,2,0,1,1,Meal Plan 1,0,Room_Type 4,11,Offline,0,0,0,107,0,10/10/2018,Not_Canceled
INN00866,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,2,12/2/2018,Not_Canceled
INN00867,2,0,2,3,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,73.95,0,2/4/2018,Canceled
INN00868,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,88.4,0,3/4/2018,Not_Canceled
INN00869,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,Corporate,1,0,2,67,1,4/13/2018,Not_Canceled
INN00870,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76,0,3/8/2018,Not_Canceled
INN00871,1,0,2,2,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,81,0,5/22/2018,Not_Canceled
INN00872,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,Online,0,0,0,160,0,9/30/2018,Canceled
INN00873,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,150,2,10/30/2018,Not_Canceled
INN00874,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,90,0,10/13/2018,Not_Canceled
INN00875,2,0,0,2,Meal Plan 2,0,Room_Type 1,69,Offline,0,0,0,106,0,9/22/2017,Not_Canceled
INN00876,2,0,2,2,Not Selected,0,Room_Type 1,99,Online,0,0,0,89.25,0,5/1/2018,Canceled
INN00877,2,1,2,1,Not Selected,0,Room_Type 1,73,Online,0,0,0,94,1,4/3/2018,Not_Canceled
INN00878,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,120,0,10/11/2018,Canceled
INN00879,2,0,0,1,Not Selected,0,Room_Type 1,30,Online,0,0,0,125.1,2,9/15/2018,Not_Canceled
INN00880,2,0,2,2,Meal Plan 1,0,Room_Type 4,56,Offline,0,0,0,60,0,11/6/2017,Not_Canceled
INN00881,2,0,2,0,Meal Plan 1,0,Room_Type 1,83,Offline,0,0,0,75,0,12/18/2018,Not_Canceled
INN00882,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,125.1,0,5/24/2018,Not_Canceled
INN00883,2,0,2,3,Meal Plan 1,0,Room_Type 4,92,Online,0,0,0,96.9,1,12/22/2018,Not_Canceled
INN00884,2,0,1,2,Meal Plan 1,0,Room_Type 4,11,Offline,1,1,0,93.8,0,2/12/2018,Not_Canceled
INN00885,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,98.1,1,9/6/2018,Canceled
INN00886,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,64.64,0,2/7/2018,Not_Canceled
INN00887,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,105,1,7/18/2018,Not_Canceled
INN00888,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Online,0,0,0,90,0,10/16/2018,Canceled
INN00889,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,74.8,1,3/25/2018,Not_Canceled
INN00890,2,0,0,5,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,90.95,2,7/12/2018,Canceled
INN00891,1,0,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,59.5,0,9/21/2017,Not_Canceled
INN00892,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,Online,0,0,0,94.5,0,7/18/2017,Canceled
INN00893,2,0,0,3,Meal Plan 1,0,Room_Type 4,114,Online,0,0,0,140.4,0,6/2/2018,Canceled
INN00894,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110,0,7/6/2018,Canceled
INN00895,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,Corporate,1,0,2,95,0,10/3/2018,Not_Canceled
INN00896,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,1,8/14/2017,Not_Canceled
INN00897,2,0,2,1,Not Selected,1,Room_Type 1,29,Offline,0,0,0,66,1,12/6/2017,Not_Canceled
INN00898,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,1,2,7,0,3,10/6/2018,Not_Canceled
INN00899,1,0,2,7,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,88.33,0,3/4/2018,Canceled
INN00900,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,10/13/2018,Not_Canceled
INN00901,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95,0,5/13/2018,Canceled
INN00902,2,1,0,3,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,143.1,1,5/31/2018,Canceled
INN00903,2,0,0,2,Meal Plan 2,0,Room_Type 1,104,Online,0,0,0,114,1,10/6/2017,Canceled
INN00904,2,0,2,5,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,75.6,1,9/16/2017,Not_Canceled
INN00905,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,135.9,3,9/27/2018,Not_Canceled
INN00906,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,108.9,2,10/1/2018,Canceled
INN00907,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,70,0,1/8/2018,Not_Canceled
INN00908,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,93.6,0,11/12/2018,Canceled
INN00909,2,0,0,1,Not Selected,0,Room_Type 1,56,Online,0,0,0,125.1,1,7/27/2018,Not_Canceled
INN00910,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73,0,8/12/2018,Not_Canceled
INN00911,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,67,0,9/21/2017,Not_Canceled
INN00912,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,Offline,0,0,0,70,0,12/30/2017,Not_Canceled
INN00913,2,0,2,0,Meal Plan 1,0,Room_Type 4,174,Online,0,0,0,115.2,0,6/5/2018,Canceled
INN00914,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,75,0,11/2/2018,Not_Canceled
INN00915,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,9/4/2017,Not_Canceled
INN00916,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,81,0,1/3/2018,Not_Canceled
INN00917,1,0,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,92.4,1,9/20/2017,Not_Canceled
INN00918,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,69.84,0,6/23/2018,Not_Canceled
INN00919,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,87.5,0,9/24/2017,Not_Canceled
INN00920,2,0,1,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,55.59,0,1/15/2018,Not_Canceled
INN00921,2,0,2,5,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,101.83,1,9/14/2017,Not_Canceled
INN00922,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,Online,0,0,0,125.1,0,9/8/2018,Canceled
INN00923,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,79,0,7/11/2018,Not_Canceled
INN00924,3,0,0,3,Meal Plan 1,0,Room_Type 4,156,Online,0,0,0,122.4,0,12/27/2018,Not_Canceled
INN00925,2,0,1,3,Meal Plan 1,0,Room_Type 4,182,Online,0,0,0,112.2,1,8/15/2018,Canceled
INN00926,2,0,1,3,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,113.34,1,9/15/2018,Not_Canceled
INN00927,2,0,1,0,Not Selected,0,Room_Type 1,28,Online,0,0,0,126,0,10/3/2018,Canceled
INN00928,2,0,2,1,Meal Plan 2,0,Room_Type 1,87,Offline,0,0,0,112.25,1,10/23/2018,Not_Canceled
INN00929,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,159.3,0,5/13/2018,Canceled
INN00930,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,85,0,10/18/2017,Not_Canceled
INN00931,2,0,0,3,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,146,1,5/10/2018,Not_Canceled
INN00932,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,75,0,11/1/2018,Not_Canceled
INN00933,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,115,0,10/14/2018,Canceled
INN00934,2,1,2,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,168.5,2,6/16/2018,Not_Canceled
INN00935,1,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,80,1,8/27/2017,Canceled
INN00936,2,0,0,3,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,159,2,9/15/2018,Not_Canceled
INN00937,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,156,1,5/4/2018,Not_Canceled
INN00938,0,2,0,3,Meal Plan 1,0,Room_Type 2,40,Online,0,0,0,6.67,1,1/14/2018,Not_Canceled
INN00939,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,80,0,10/16/2017,Canceled
INN00940,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,128.8,1,9/23/2018,Not_Canceled
INN00941,1,0,2,1,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,71.64,0,10/25/2017,Not_Canceled
INN00942,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,80.3,1,2/3/2018,Not_Canceled
INN00943,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,65,0,8/5/2017,Not_Canceled
INN00944,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,74.15,2,10/3/2017,Not_Canceled
INN00945,2,0,1,1,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,124,2,9/19/2017,Not_Canceled
INN00946,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,Corporate,0,0,0,75,0,3/8/2018,Canceled
INN00947,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,168.3,2,8/20/2018,Not_Canceled
INN00948,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,85,0,10/29/2017,Not_Canceled
INN00949,2,0,0,4,Meal Plan 1,0,Room_Type 2,33,Online,0,0,0,67.5,1,8/5/2017,Canceled
INN00950,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,Offline,0,0,0,160,0,5/24/2018,Not_Canceled
INN00951,2,0,1,1,Not Selected,0,Room_Type 1,63,Online,0,0,0,80.1,0,3/28/2018,Canceled
INN00952,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,75,0,11/16/2018,Not_Canceled
INN00953,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,126.9,2,5/21/2018,Not_Canceled
INN00954,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,115,0,10/15/2018,Canceled
INN00955,0,2,1,1,Meal Plan 1,0,Room_Type 2,92,Online,0,0,0,81.5,2,10/29/2018,Not_Canceled
INN00956,2,0,0,1,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,166,1,8/3/2018,Not_Canceled
INN00957,1,0,2,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,143.3,1,11/6/2018,Not_Canceled
INN00958,2,2,2,1,Meal Plan 2,0,Room_Type 6,57,Online,0,0,0,228.6,0,4/24/2018,Canceled
INN00959,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,Offline,0,0,0,107,0,6/26/2018,Not_Canceled
INN00960,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,130,1,8/20/2018,Not_Canceled
INN00961,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,96,1,1/20/2018,Not_Canceled
INN00962,2,0,2,1,Not Selected,0,Room_Type 1,55,Online,0,0,0,91.51,1,9/10/2018,Not_Canceled
INN00963,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,90,2,8/30/2017,Not_Canceled
INN00964,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107,0,9/26/2018,Canceled
INN00965,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,80,1,4/20/2018,Not_Canceled
INN00966,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110,0,7/6/2018,Canceled
INN00967,2,0,0,3,Not Selected,1,Room_Type 1,69,Online,0,0,0,114.9,1,6/21/2018,Not_Canceled
INN00968,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,0,0,0,90,1,6/16/2018,Not_Canceled
INN00969,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,75,0,4/6/2018,Canceled
INN00970,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,6/24/2018,Not_Canceled
INN00971,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,124,2,9/21/2017,Not_Canceled
INN00972,2,0,0,4,Not Selected,0,Room_Type 1,133,Online,0,0,0,118.8,3,9/27/2018,Not_Canceled
INN00973,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,101,1,3/2/2018,Not_Canceled
INN00974,2,0,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,131,1,6/22/2018,Not_Canceled
INN00975,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,90,0,11/25/2018,Not_Canceled
INN00976,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65,0,12/4/2017,Not_Canceled
INN00977,3,0,0,4,Meal Plan 1,1,Room_Type 4,62,Online,0,0,0,146.7,2,7/26/2018,Not_Canceled
INN00978,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100,0,10/2/2017,Not_Canceled
INN00979,2,0,0,2,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,118.8,1,6/29/2018,Not_Canceled
INN00980,2,0,1,2,Not Selected,0,Room_Type 1,37,Online,0,0,0,69.9,0,2/22/2018,Canceled
INN00981,2,0,2,1,Meal Plan 1,0,Room_Type 1,38,Offline,0,0,0,85.5,0,9/18/2018,Not_Canceled
INN00982,3,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,169,3,3/23/2018,Not_Canceled
INN00983,2,0,1,2,Meal Plan 1,1,Room_Type 1,43,Online,0,0,0,126.9,1,7/1/2018,Not_Canceled
INN00984,2,0,2,5,Meal Plan 1,0,Room_Type 1,38,Offline,0,0,0,85,0,8/4/2018,Not_Canceled
INN00985,2,0,1,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,114.5,2,9/7/2017,Not_Canceled
INN00986,1,0,2,2,Not Selected,0,Room_Type 1,32,Online,0,0,0,141.53,2,9/18/2017,Not_Canceled
INN00987,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,88.7,0,3/23/2018,Not_Canceled
INN00988,2,0,1,3,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,89.25,0,9/10/2017,Not_Canceled
INN00989,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,Complementary,0,0,0,0,0,8/3/2017,Not_Canceled
INN00990,2,0,1,2,Not Selected,0,Room_Type 1,99,Online,0,0,0,161.1,2,11/7/2018,Not_Canceled
INN00991,2,0,0,2,Not Selected,0,Room_Type 1,22,Online,0,0,0,81,1,2/19/2018,Not_Canceled
INN00992,3,0,2,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,144.5,1,4/16/2018,Not_Canceled
INN00993,1,0,2,3,Not Selected,0,Room_Type 1,81,Online,0,0,0,103.5,0,7/3/2018,Not_Canceled
INN00994,2,1,1,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,135,0,10/21/2018,Canceled
INN00995,2,0,1,1,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,102.15,1,10/31/2018,Not_Canceled
INN00996,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95,0,5/13/2018,Canceled
INN00997,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0,0,10/13/2017,Not_Canceled
INN00998,1,0,0,1,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,86.4,1,12/22/2018,Not_Canceled
INN00999,2,0,2,3,Not Selected,0,Room_Type 1,57,Online,0,0,0,66.53,1,9/19/2017,Not_Canceled
